tok1,tok2,tok3,tok4,tok5,target
102,101,2097,2036,2022,1996
1996,5416,4270,1997,3056,22688
22688,1998,11875,1012,102,101
101,102,101,9587,4523,2050
2050,1024,102,101,1045,2001
2001,5763,2068,2114,1996,9831
9831,1025,2021,2027,2272,102
102,101,2025,2205,2397,2085
2085,1012,102,101,102,101
101,2079,18992,2015,1024,102
102,101,2002,6045,2232,5763
5763,2017,2062,2084,2008,1010
1010,2030,2045,2022,16374,2015
2015,1012,102,101,102,101
101,9587,4523,2050,1024,102
102,101,2002,6045,2232,3825
3825,2017,2035,2002,5763,2017
2017,1025,2089,2022,1010,2002
2002,2038,102,101,3825,2017
2017,2062,1010,2029,2097,9467
9467,2017,2000,2507,2032,2153
2153,1012,102,101,102,101
101,15912,1024,102,101,2003
2003,2045,2053,14632,2187,2426
2426,29229,1029,2097,2027,102
102,101,4929,2037,20228,8684
8684,8454,2073,2027,2323,4562
4562,2037,102,101,5344,1029
1029,2003,2045,2025,6501,2075
2075,1011,2051,1010,2043,2017
2017,2024,102,101,2183,2000
2000,2793,1010,2030,11382,19666
19666,1011,4920,1010,2000,13300
13300,2125,2122,102,101,7800
7800,1010,2021,2017,2442,2022
2022,14841,26328,1011,11937,4779
4779,2989,2077,2035,102,101
101,2256,6368,1029,1005,22320
22320,2092,2027,2024,13550,1024
1024,18856,22591,3126,102,101
101,2115,19677,1010,1998,2025
2025,1037,2773,2062,1012,102
102,101,102,101,9587,4523
4523,2050,1024,102,101,1045
1045,2031,2589,1012,2272,1010
1010,2017,5763,2033,1037,11937
11937,21724,2854,1011,12922,102
102,101,1998,1037,3940,1997
1997,4086,11875,1012,102,101
101,102,101,15912,1024,102
102,101,2031,1045,2025,2409
2409,14992,2129,1045,2001,2522
2522,10431,2098,2011,1996,2126
2126,102,101,1998,2439,2035
2035,2026,2769,1029,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,1998,5262
5262,1010,2909,1010,2045,2024
2024,2522,10431,2545,6917,1025
1025,102,101,3568,2009,2022
2022,6806,6961,2273,2000,2022
2022,15705,1012,102,101,102
102,101,15912,1024,102,101
101,3571,2025,15223,1010,2158
2158,1010,15223,21146,7096,4558
4558,2498,2182,1012,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,1045,3246
3246,2061,1010,2909,1025,2005
2005,1045,2031,2055,2033,2116
2116,28998,1997,3715,1012,102
102,101,102,101,15912,1024
1024,102,101,2054,2038,2102
2102,2182,1029,18456,1029,102
102,101,102,101,9587,4523
4523,2050,1024,102,101,11839
11839,2085,1010,4965,2070,1024
1024,1045,2293,1037,11571,1999
1999,6140,1051,1005,102,101
101,2166,1010,2005,2059,2057
2057,2024,2469,2027,2024,2995
2995,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,2182,1005,1055,2028
2028,2000,1037,2200,2079,2571
2571,3993,8694,1010,2129,1037
1037,2149,27595,1005,1055,102
102,101,2564,2001,2716,2000
2000,2793,1997,3174,2769,1011
1011,8641,2012,1037,102,101
101,18611,10222,1998,2129,2016
2016,23349,2000,4521,5587,2545
2545,1005,4641,1998,102,101
101,21344,2015,6351,9365,2098
2098,1012,102,101,102,101
101,9587,4523,2050,1024,102
102,101,2003,2009,2995,1010
1010,2228,2017,1029,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,2200,2995
2995,1010,1998,2021,1037,3204
3204,2214,1012,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,19994,2033,2013
2013,13516,1037,2149,27595,999
999,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,2182,1005,1055,1996,3054
3054,19993,1005,1055,2171,2000
2000,1005,1056,1010,2028,10414
10414,102,101,6925,1011,8716
8716,1010,1998,2274,2030,2416
2416,7481,10403,2008,2020,102
102,101,2556,1012,2339,2323
2323,1045,4287,3658,6917,1029
1029,102,101,102,101,9587
9587,4523,2050,1024,102,101
101,11839,2017,2085,1010,4965
4965,2009,1012,102,101,102
102,101,15912,1024,102,101
101,2272,2006,1010,3913,2009
2009,2011,1024,1998,2292,1005
1005,1055,2034,2156,22078,102
102,101,18456,1025,2057,1005
1005,2222,4965,1996,2060,2477
2477,2019,2239,1012,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,2182,1005
1005,1055,2178,11571,1997,1037
1037,3869,1010,2008,2596,2588
2588,102,101,1996,3023,2006
2006,9317,1996,2176,1011,3556
3556,1997,2258,1010,102,101
101,5659,4595,6638,23393,2682
2682,2300,1010,1998,7042,2023
2023,102,101,11571,2114,1996
1996,2524,8072,1997,29229,1024
1024,2009,2001,102,101,2245
2245,2016,2001,1037,2450,1998
1998,2001,2357,2046,1037,3147
3147,102,101,3869,2005,2016
2016,2052,2025,3863,5771,2007
2007,2028,2008,102,101,3866
3866,2014,1024,1996,11571,2003
2003,2200,6770,18424,1998,2004
2004,2995,1012,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,2003,2009,2995
2995,2205,1010,2228,2017,1029
1029,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,2274,19867,1005,2398,2012
2012,2009,1010,1998,9390,2062
2062,2084,102,101,2026,5308
5308,2097,2907,1012,102,101
101,102,101,15912,1024,102
102,101,3913,2009,2011,2205
2205,1024,2178,1012,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,2023,2003
2003,1037,12831,11571,1010,2021
2021,1037,2200,3492,2028,1012
1012,102,101,102,101,9587
9587,4523,2050,1024,102,101
101,2292,1005,1055,2031,2070
2070,12831,3924,1012,102,101
101,102,101,8285,2135,7874
7874,1024,102,101,2339,1010
1010,2023,2003,1037,4458,12831
12831,2028,1998,3632,2000,102
102,101,1996,8694,1997,1005
1005,2048,29229,15854,2075,1037
1037,2158,1024,1005,2045,1005
1005,1055,102,101,18782,1037
1037,10850,15165,2021,2016,10955
10955,2009,1025,1005,22320,1999
1999,102,101,5227,1010,1045
1045,2064,2425,2017,1012,102
102,101,102,101,9587,4523
4523,2050,1024,102,101,2057
2057,2064,2119,6170,2009,1024
1024,2065,15223,1005,8318,4562
4562,1037,2112,1010,15223,102
102,101,21146,7096,2963,1025
1025,1005,22320,1999,2093,3033
3033,1012,102,101,102,101
101,2079,18992,2015,1024,102
102,101,2057,2018,1996,8694
8694,2006,1005,1056,1037,3204
3204,3283,1012,102,101,102
102,101,8285,2135,7874,1024
1024,102,101,1045,2064,4562
4562,2026,2112,1025,2017,2442
2442,2113,1005,22320,2026,102
102,101,6139,1025,2031,2012
2012,2009,2007,2017,1012,102
102,101,102,101,8285,2135
2135,7874,1024,102,101,2131
2131,2017,6516,1010,2005,1045
1045,2442,2175,102,101,2073
2073,2009,16142,2025,2017,2000
2000,2113,1012,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,1059,16584,5886
5886,1029,102,101,102,101
101,9587,4523,2050,1024,102
102,101,1051,1010,1059,16584
16584,5886,1029,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,1059,16584,5886
5886,1029,102,101,102,101
101,9587,4523,2050,1024,102
102,101,2009,4150,15177,11292
11292,2440,2092,1010,102,101
101,15223,2000,2033,15177,7800
7800,2425,1012,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,2033,2205,1010
1010,2292,2033,2175,16215,8939
8939,2121,1012,102,101,102
102,101,9587,4523,2050,1024
1024,102,101,2030,15223,3632
3632,2102,2000,1996,4589,2030
2030,4971,1012,102,101,102
102,101,2079,18992,2015,1024
1024,102,101,2065,2000,2593
2593,1010,15223,9998,2102,5665
5665,1012,102,101,102,101
101,8285,2135,7874,1024,102
102,101,4445,1012,102,101
101,102,101,2079,18992,2015
2015,1024,102,101,2054,1010
1010,4445,1029,102,101,102
102,101,8285,2135,7874,1024
1024,102,101,4445,1012,102
102,101,102,101,2079,18992
18992,2015,1024,102,101,15223
15223,2038,2102,10741,2026,2293
2293,2000,2022,1012,102,101
101,102,101,9587,4523,2050
2050,1024,102,101,15223,2038
2038,2102,10741,2009,2062,2000
2000,2033,1024,102,101,2059
2059,1059,16584,5886,3632,2102
2102,1029,2360,1010,1059,16584
16584,5886,1029,102,101,102
102,101,15912,1024,102,101
101,2057,1005,2222,2031,2023
2023,2299,2041,2019,2239,2011
2011,9731,1024,2026,102,101
101,2269,1998,1996,11218,2024
2024,1999,6517,2831,1010,1998
1998,2057,1005,2222,102,101
101,2025,4390,2068,1012,2272
2272,1010,3288,2185,15177,5308
5308,2044,102,101,2033,1012
1012,19181,8376,1010,1045,1005
1005,2222,4965,2005,2017,2119
2119,1012,21877,19422,2906,1010
1010,2292,1005,1055,102,101
101,2031,1996,2034,3601,1012
1012,3582,2033,1010,3057,1012
1012,102,101,102,101,8285
8285,2135,7874,1024,102,101
101,1998,2017,4618,3477,2092
2092,2005,1005,7861,1012,102
102,101,2097,2017,4965,2151
2151,6823,1010,102,101,2030
2030,12922,2005,2115,4880,1010
1010,102,101,2026,18765,29405
29405,9457,1010,2026,6203,1011
1011,1037,1029,102,101,2151
2151,6953,1010,2151,11689,1010
1010,102,101,2151,10899,2005
2005,2115,2132,1010,102,101
101,1997,1996,2047,1005,2358
2358,1998,10418,1010,10418,4929
4929,1011,1037,1029,102,101
101,2272,2000,1996,21877,19422
19422,2906,1025,102,101,2769
2769,1005,1055,1037,19960,3917
3917,1012,102,101,2008,11089
11089,2232,14395,2035,2273,1005
1005,1055,16283,1011,1037,1012
1012,102,101,102,101,7947
7947,1024,102,101,3040,1010
1010,2045,2003,2093,5708,2015
2015,1010,2093,11133,2015,1010
1010,102,101,2093,15708,1011
1011,28822,1010,2093,25430,3170
3170,1011,28822,1010,2008,2031
2031,2081,102,101,3209,2035
2035,2273,1997,2606,1010,2027
2027,2655,3209,102,101,5474
5474,10136,1010,1998,2027,2031
2031,1037,3153,2029,1996,19181
19181,8376,102,101,2360,2003
2003,1037,26033,9581,16093,2854
2854,1997,11721,13344,4877,1010
1010,2138,2027,2024,102,101
101,2025,1999,1005,1056,1025
1025,2021,2027,3209,2024,1051
1051,1005,1996,2568,1010,2065
2065,2009,102,101,2022,2025
2025,2205,5931,2005,2070,2008
2008,2113,2210,2021,102,101
101,9116,1010,2009,2097,3531
3531,20228,4765,18424,2135,1012
1012,102,101,102,101,11133
11133,1024,102,101,2185,999
999,2057,1005,2222,3904,2006
2006,1005,1056,1024,2182,2038
2038,2042,2205,2172,102,101
101,2188,2135,7966,7301,2525
2525,1012,1045,2113,1010,2909
2909,1010,2057,16040,2017,1012
1012,102,101,102,101,14955
14955,7646,28553,1024,102,101
101,2017,16040,2216,2008,25416
25416,21898,2149,1024,11839,1010
1010,2292,1005,1055,2156,102
102,101,2122,2176,2093,2015
2015,1997,28822,3549,1012,102
102,101,102,101,7947,1024
1024,102,101,2028,2093,1997
1997,2068,1010,2011,2037,2219
2219,3189,1010,2909,1010,6045
6045,2232,102,101,10948,2077
2077,1996,2332,1025,1998,2025
2025,1996,5409,1997,1996,102
102,101,2093,2021,14523,4376
4376,3329,1998,1037,2431,2011
2011,1996,5490,10179,2121,1012
1012,102,101,102,101,11133
11133,1024,102,101,2681,2115
2115,10975,5844,1024,2144,2122
2122,2204,2273,2024,102,101
101,7537,1010,2292,2068,2272
2272,1999,1025,2021,2855,2085
2085,1012,102,101,102,101
101,7947,1024,102,101,2339
2339,1010,2027,2994,2012,2341
2341,1010,2909,1012,102,101
101,102,101,14955,7646,28553
28553,1024,102,101,1051,1010
1010,2269,1010,2017,1005,2222
2222,2113,2062,1997,2008,2182
2182,10354,3334,1012,102,101
101,2003,2009,2025,2205,2521
2521,2908,1029,1005,22320,2051
2051,2000,2112,2068,1012,102
102,101,2002,1005,1055,3722
3722,1998,4136,2172,1012,102
102,101,2129,2085,1010,4189
4189,11133,999,102,101,2115
2115,2540,2003,2440,1997,2242
2242,2008,2515,2202,102,101
101,2115,2568,2013,9831,2075
2075,1012,17111,2705,1010,2043
2043,1045,2001,2402,102,101
101,1998,4375,2293,2004,2017
2017,2079,1010,1045,2001,2180
2180,2102,102,101,2000,7170
7170,2026,2016,2007,14161,8684
8684,2015,1024,1045,2052,2031
2031,2743,25607,1005,1040,102
102,101,1996,21877,19422,2906
2906,1005,1055,6953,2368,9837
9837,1998,2031,10364,1005,1040
1040,2009,102,101,2000,2014
2014,9920,1025,2017,2031,2292
2292,2032,2175,102,101,1998
1998,2498,20481,2098,2007,2032
2032,1012,2065,2115,27333,102
102,101,7613,2323,6905,1998
1998,2655,2023,102,101,2115
2115,3768,1997,2293,2030,17284
17284,1010,2017,2020,11195,2098
2098,102,101,2005,1037,7514
7514,1010,2012,2560,2065,2017
2017,2191,1037,2729,102,101
101,1997,3407,3173,2014,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,2214,2909,1010,1045,2113
2113,102,101,2016,11580,2025
2025,2107,13012,28331,2004,2122
2122,2024,1024,102,101,1996
1996,9604,2016,3504,2013,2033
2033,2024,5308,1005,1040,1998
1998,5843,1005,1040,102,101
101,2039,1999,2026,2540,1025
1025,2029,1045,2031,2445,2525
2525,1010,102,101,2021,2025
2025,8116,1005,1040,1012,1051
1051,1010,2963,2033,7200,2026
2026,2166,102,101,2077,2023
2023,3418,2909,1010,2040,1010
1010,2009,2323,4025,1010,102
102,101,6045,2232,8811,3866
3866,999,1045,2202,15177,2192
2192,1010,2023,2192,1010,102
102,101,2004,3730,2004,10855
10855,1005,1055,2091,1998,2004
2004,2317,2004,2009,1010,102
102,101,2030,15101,1005,1055
1055,11868,1010,2030,1996,5470
5470,2078,1005,1040,102,101
101,4586,2008,1005,1055,18088
18088,102,101,2011,1996,2642
2642,25829,3807,1051,1005,9413
9413,1012,102,101,102,101
101,14955,7646,28553,1024,102
102,101,2054,4076,2023,1029
1029,102,101,2129,3653,6916
6916,2135,1996,2402,25430,8113
8113,3849,2000,9378,102,101
101,1996,2192,2001,4189,2077
2077,999,1045,2031,2404,2017
2017,2041,1024,102,101,2021
2021,2000,2115,6186,3370,1025
1025,2292,2033,2963,102,101
101,2054,2017,11268,7971,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,2079,1010,1998,2022,7409
7409,2000,1005,1056,1012,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,1998
1998,2023,2026,20065,2205,1029
1029,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,1998,2002,1010,1998,2062
2062,102,101,2084,2002,1010
1010,1998,2273,1010,1996,3011
3011,1010,1996,17223,1010,1998
1998,2035,1024,102,101,2008
2008,1010,2020,1045,4410,1005
1005,1040,1996,2087,4461,11590
11590,1010,102,101,21739,2087
2087,11007,1010,2020,1045,1996
1996,4189,4355,3360,102,101
101,2008,2412,2081,3239,25430
25430,2121,3726,1010,2018,2486
2486,1998,3716,102,101,2062
2062,2084,2001,2412,2158,1005
1005,1055,1010,1045,2052,2025
2025,3396,2068,102,101,2302
2302,2014,2293,1025,2005,2014
2014,12666,2068,2035,1025,102
102,101,4012,3549,2094,2068
2068,1998,28887,2068,2000,2014
2014,2326,102,101,2030,2000
2000,2037,2219,2566,20562,1012
1012,102,101,102,101,14955
14955,7646,28553,1024,102,101
101,7199,3749,1005,1040,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2023
2023,3065,1037,2614,12242,1012
1012,102,101,102,101,11133
11133,1024,102,101,2021,1010
1010,2026,2684,1010,102,101
101,2360,2017,1996,2066,2000
2000,2032,1029,102,101,102
102,101,2566,23194,2050,1024
1024,102,101,1045,3685,3713
3713,102,101,2061,2092,1010
1010,2498,2061,2092,1025,2053
2053,1010,4496,2812,2488,1024
1024,102,101,2011,1996,5418
5418,1997,3067,2219,4301,1045
1045,3013,2041,102,101,1996
1996,18433,1997,2010,1012,102
102,101,102,101,11133,1024
1024,102,101,2202,2398,1010
1010,1037,17113,999,102,101
101,1998,1010,2814,4242,1010
1010,2017,4618,4562,7409,2000
2000,1005,1056,1024,102,101
101,1045,2507,2026,2684,2000
2000,2032,1010,1998,2097,2191
2191,102,101,2014,4664,5020
5020,2010,1012,102,101,102
102,101,13109,10050,12638,1024
1024,102,101,1051,1010,2008
2008,2442,2022,102,101,1045
1045,1005,1996,11870,1997,2115
2115,2684,1024,2028,2108,2757
2757,1010,102,101,1045,4618
4618,2031,2062,2084,2017,2064
2064,3959,1997,2664,1025,102
102,101,2438,2059,2005,2115
2115,4687,1012,2021,1010,2272
2272,2006,1010,102,101,3206
3206,2149,1005,18921,2122,9390
9390,1012,102,101,102,101
101,11133,1024,102,101,2272
2272,1010,2115,2192,1025,102
102,101,1998,1010,2684,1010
1010,6737,1012,102,101,102
102,101,14955,7646,28553,1024
1024,102,101,3730,1010,25430
25430,8113,1010,19511,1010,2022
2022,19763,2818,2017,1025,102
102,101,2031,2017,1037,2269
2269,1029,102,101,102,101
101,13109,10050,12638,1024,102
102,101,1045,2031,1024,2021
2021,2054,1997,2032,1029,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,4282
4282,2002,1997,2023,1029,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2002
2002,4445,2515,4496,4618,1012
1012,102,101,102,101,14955
14955,7646,28553,1024,102,101
101,2777,10606,5705,1037,2269
2269,102,101,2003,2012,1996
1996,16371,13876,4818,1997,2010
2010,2365,1037,4113,102,101
101,2008,2190,4150,1996,2795
2795,1012,11839,2017,2320,2062
2062,1010,102,101,2003,2025
2025,2115,2269,4961,19907,102
102,101,1997,9608,3821,1029
1029,2003,2002,2025,5236,102
102,101,2007,2287,1998,22552
22552,1054,5369,18163,1029,2064
2064,2002,3713,1029,2963,1029
1029,102,101,2113,2158,2013
2013,2158,1029,7593,2010,2219
2219,3776,1029,102,101,3658
3658,2002,2025,2793,1011,9436
9436,1029,1998,2153,2515,2498
2498,102,101,2021,2054,2002
2002,2106,2108,24282,1029,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2053
2053,1010,2204,2909,1025,102
102,101,2002,2038,2010,2740
2740,1998,20851,2099,3997,5262
5262,102,101,2084,2087,2031
2031,1997,2010,2287,1012,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,2011
2011,2026,2317,10154,1010,102
102,101,2017,3749,2032,1010
1010,2065,2023,2022,2061,1010
1010,1037,3308,102,101,2242
2242,4895,8873,6632,2140,1024
1024,3114,2026,2365,102,101
101,2323,5454,2370,1037,2564
2564,1010,2021,2004,2204,3114
3114,102,101,1996,2269,1010
1010,2035,3005,6569,2003,2498
2498,2842,102,101,2021,4189
4189,13082,3012,1010,2323,2907
2907,2070,9517,102,101,1999
1999,2107,1037,2449,1012,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,1045
1045,10750,2035,2023,1025,102
102,101,2021,2005,2070,2060
2060,4436,1010,2026,6542,2909
2909,1010,102,101,2029,1005
1005,22320,2025,4906,2017,2113
2113,1010,1045,2025,9353,16211
16211,18447,102,101,2026,2269
2269,1997,2023,2449,1012,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,2292
2292,2032,2113,1005,1056,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,2002,4618,2025,1012,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,26927
26927,10760,2063,1010,2292,2032
2032,1012,102,101,102,101
101,13109,10050,12638,1024,102
102,101,2053,1010,2002,2442
2442,2025,1012,102,101,102
102,101,11133,1024,102,101
101,2292,2032,1010,2026,2365
2365,1024,2002,4618,2025,2342
2342,2000,24665,2666,3726,102
102,101,2012,4209,1997,15177
15177,3601,1012,102,101,102
102,101,13109,10050,12638,1024
1024,102,101,2272,1010,2272
2272,1010,2002,2442,2025,1012
1012,102,101,2928,2256,3206
3206,1012,102,101,102,101
101,14955,7646,28553,1024,102
102,101,2928,2115,8179,1010
1010,2402,2909,1010,102,101
101,3183,2365,1045,8108,2025
2025,2655,1025,15223,2396,2205
2205,2918,102,101,2000,2022
2022,8969,1024,15223,1037,8040
8040,23606,2890,1005,1055,8215
8215,1010,102,101,2008,2947
2947,7461,1005,2358,1037,8351
8351,1011,8103,999,15223,2214
2214,17328,1010,102,101,1045
1045,2572,3374,2008,2011,5689
5689,14992,1045,2064,102,101
101,2021,2460,2368,15177,2166
2166,2028,2733,1012,1998,15223
15223,1010,4840,3538,102,101
101,1997,6581,21599,1010,2040
2040,1997,2486,2442,2113,102
102,101,1996,2548,7966,15223
15223,11997,3367,2007,1010,1011
1011,1011,102,101,102,101
101,11133,1024,102,101,1051
1051,1010,2026,2540,999,102
102,101,102,101,14955,7646
7646,28553,1024,102,101,1045
1045,1005,2222,2031,15177,5053
5053,11969,1005,1040,2007,7987
7987,10136,1010,1998,2081,102
102,101,2062,2188,2135,2084
2084,15177,2110,1012,2005,14992
14992,1010,13545,2879,1010,102
102,101,2065,1045,2089,2412
2412,2113,15223,9998,2102,2021
2021,6682,102,101,2008,15223
15223,2053,2062,21146,7096,2156
2156,2023,14161,8684,1010,2004
2004,2196,102,101,1045,2812
2812,15223,21146,7096,1010,2057
2057,1005,2222,3347,14992,2013
2013,8338,1025,102,101,2025
2025,2907,14992,1997,2256,2668
2668,1010,2053,1010,2025,2256
2256,12631,1010,102,101,2521
2521,2084,2139,18100,18964,2125
2125,1024,2928,15223,2026,2616
2616,1024,102,101,3582,2149
2149,2000,1996,2457,1012,15223
15223,14684,12190,1010,2005,2023
2023,2051,1010,102,101,2295
2295,2440,1997,2256,28606,1010
1010,2664,2057,2489,14992,102
102,101,2013,1996,2757,6271
6271,1997,2009,1012,1998,2017
2017,1010,4372,14856,21181,1012
1012,1011,1011,102,101,11007
11007,2438,1037,28822,2386,1024
1024,6300,2050,1010,2032,2205
2205,1010,102,101,2008,3084
3084,2370,1010,2021,2005,2256
2256,6225,2045,2378,1010,102
102,101,4895,13966,14992,1010
1010,1011,1011,2065,2412,6516
6516,15628,15223,102,101,2122
2122,3541,25635,2229,2000,2010
2010,4211,2330,1010,102,101
101,2030,27669,2010,2303,2062
2062,2007,15177,9979,2015,1010
1010,102,101,1045,2097,14386
14386,3366,1037,2331,2004,10311
10311,2005,14992,102,101,2004
2004,15223,2396,8616,2000,1005
1005,1056,1012,102,101,102
102,101,2566,23194,2050,1024
1024,102,101,2130,2182,25757
25757,999,102,101,1045,2001
2001,2025,2172,21358,14644,2094
2094,1025,2005,2320,2030,3807
3807,102,101,1045,2001,2055
2055,2000,3713,1998,2425,2032
2032,24250,1010,102,101,1996
1996,2969,21559,2063,3103,2008
2008,12342,2015,2588,2010,2457
2457,102,101,17382,2025,2010
2010,9425,3351,2013,2256,9151
9151,2021,102,101,3504,2006
2006,11455,1012,2097,1005,1056
1056,3531,2017,1010,2909,1010
1010,2022,2908,1029,102,101
101,1045,2409,2017,2054,2052
2052,2272,1997,2023,1024,2022
2022,19763,2818,2017,1010,102
102,101,1997,2115,2219,2110
2110,2202,2729,1024,2023,3959
3959,1997,3067,1010,1011,1011
1011,102,101,2108,2085,8300
8300,1010,1045,1005,2222,3035
3035,2009,2053,4960,8736,1010
1010,102,101,2021,6501,2026
2026,1041,18192,1998,27874,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2339
2339,1010,2129,2085,1010,2269
2269,999,102,101,3713,9413
9413,2063,15223,8289,2102,1012
1012,102,101,102,101,11133
11133,1024,102,101,1045,3685
3685,3713,1010,4496,2228,102
102,101,4496,8108,2000,2113
2113,2008,2029,1045,2113,1012
1012,1051,2909,999,102,101
101,2017,2031,25757,1037,2158
2158,1997,23817,17345,2093,1010
1010,102,101,2008,2245,2000
2000,6039,2010,6542,1999,4251
4251,1010,6300,2050,1010,102
102,101,2000,3280,2588,1996
1996,2793,2026,2269,2351,1010
1010,102,101,2000,4682,2485
2485,2011,2010,7481,5944,1024
1024,2021,2085,102,101,2070
2070,6865,2386,2442,2404,2006
2006,2026,14021,21332,1998,3913
3913,2033,102,101,2073,2053
2053,5011,24596,2015,1999,6497
6497,1012,1051,10678,23277,3388
3388,2818,1010,102,101,2008
2008,2354,1005,2358,2023,2001
2001,1996,3159,1010,102,101
101,1998,2052,3367,6172,102
102,101,2000,11861,2571,4752
4752,2007,2032,999,25757,999
999,25757,999,102,101,2065
2065,1045,2453,3280,2306,2023
2023,3178,1010,1045,2031,2973
2973,102,101,2000,3280,2043
2043,1045,4792,1012,102,101
101,102,101,13109,10050,12638
12638,1024,102,101,2339,2298
2298,2017,2061,2588,2033,1029
1029,102,101,1045,2572,2021
2021,3374,1010,2025,21358,14644
14644,2094,1025,8536,1005,1040
1040,1010,102,101,2021,2498
2498,11477,1005,1040,1024,2054
2054,1045,2001,1010,1045,2572
2572,1025,102,101,2062,21366
21366,2006,2005,20228,12722,2075
2075,2067,1010,2025,2206,102
102,101,2026,26834,15175,2135
2135,1012,102,101,102,101
101,11503,10486,1024,102,101
101,24665,20113,2026,2935,1010
1010,102,101,2017,2113,2115
2115,2269,1005,1055,12178,1024
1024,2012,2023,2051,102,101
101,2002,2097,3499,2053,4613
4613,1010,2029,1045,2079,3984
3984,102,101,2017,2079,2025
2025,3800,2000,2032,1025,1998
1998,2004,6684,102,101,2097
2097,2002,18094,2115,4356,2004
2004,2664,1010,1045,3571,1024
1024,102,101,2059,1010,6229
6229,1996,8111,1997,2010,17114
17114,7392,1010,102,101,2272
2272,2025,2077,2032,1012,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,1045
1045,2025,3800,2009,1012,102
102,101,1045,2228,1010,11503
11503,10486,1029,102,101,102
102,101,11503,10486,1024,102
102,101,2130,2002,1010,2026
2026,2935,1012,102,101,102
102,101,2566,23194,2050,1024
1024,102,101,2129,2411,2031
2031,1045,2409,2017,1005,2048
2048,21285,2022,2947,999,102
102,101,2129,2411,2056,1010
1010,2026,13372,2052,2197,102
102,101,2021,6229,1005,1056
1056,13777,2063,2124,999,102
102,101,102,101,13109,10050
10050,12638,1024,102,101,2009
2009,3685,8246,2021,2011,102
102,101,1996,11371,1997,2026
2026,4752,1025,1998,2059,102
102,101,2292,3267,10188,1996
1996,3903,1051,1005,1996,3011
3011,2362,102,101,1998,9388
9388,1996,8079,2306,999,6336
6336,2039,15177,3504,1024,102
102,101,2013,2026,8338,13387
13387,2033,1010,2269,1025,1045
1045,102,101,2572,8215,2000
2000,2026,12242,1012,102,101
101,102,101,11503,10486,1024
1024,102,101,2022,9449,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,1045,2572,1010,1998,2011
2011,2026,11281,1024,2065,2026
2026,3114,102,101,2097,2045
2045,3406,2022,15578,10265,3372
3372,1010,1045,2031,3114,1025
1025,102,101,2065,2025,1010
1010,2026,9456,1010,2488,7537
7537,2007,12013,1010,102,101
101,2079,7226,2009,6160,1012
1012,102,101,102,101,11503
11503,10486,1024,102,101,2023
2023,2003,7143,1010,2909,1012
1012,102,101,102,101,13109
13109,10050,12638,1024,102,101
101,2061,2655,2009,1024,2021
2021,2009,2515,11865,10270,4014
4014,2026,19076,1025,102,101
101,1045,3791,2442,2228,2009
2009,16718,1012,11503,10486,1010
1010,102,101,2025,2005,16799
16799,1010,4496,1996,13433,8737
8737,2008,2089,102,101,2022
2022,2045,4017,1043,20898,1005
1005,1040,1010,2005,2035,1996
1996,3103,5927,2030,102,101
101,1996,2485,3011,26578,2015
2015,2030,1996,13769,2712,17382
17382,102,101,1999,4242,6638
6638,23393,2015,1010,2097,1045
1045,3338,2026,11292,102,101
101,2000,2023,2026,4189,11419
11419,1024,3568,1010,1045,11839
11839,2017,1010,102,101,2004
2004,2017,2031,2412,2042,2026
2026,2269,1005,1055,6225,1005
1005,1040,2767,1010,102,101
101,2043,2002,4618,3335,2033
2033,1010,1011,1011,2004,1010
1010,1999,4752,1010,1045,2812
2812,2025,102,101,2000,2156
2156,2032,2151,2062,1010,1011
1011,1011,3459,2115,2204,9517
9517,2015,102,101,2588,2010
2010,6896,1025,2292,2870,1998
1998,7280,102,101,12888,2005
